id,generacion,nse,region,educacion_financiera,sesgo_presente,canal_preferido,situacion_laboral,cobertura_previsional,tenencia_vehiculo,acceso_digital,bancarizado,trabajo_plataforma_digital,exposicion_riesgo_sismico,apertura_datos_ia,confianza_aseguradora,disposicion_compartir_datos_pricing,tenencia_seguro,seguro_desastres_naturales,wtp_ratio,propension_microseguro,edad,usa_whatsapp,resp_seguro_privado,resp_aseguradora,resp_para_quien,resp_como_resolvio,resp_por_que,resp_fuente_medicamento,resp_marca_generico,resp_no_mejora,resp_solucion_ideal
P_151,Gen_X_44_59,C,Resto_Costa,baja,alto,broker_corredor,informal,ninguna,auto,media,True,False,alta,media,neutral,media,voluntario,False,1.099,alta,55,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_152,Millennial_28_43,C,Lima_Metropolitana,baja,alto,broker_corredor,formal_dependiente,ONP,ninguno,alta,True,False,alta,alta,confia_plena,alta,ninguno,False,0.944,media,33,True,no,,tambien_hijos,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_153,Gen_Z_18_27,B,Sierra,baja,alto,bancaseguros,formal_dependiente,AFP,ninguno,alta,True,False,alta,alta,desconfia,baja,ninguno,False,0.729,media,23,True,no,,tambien_terceros,farmacia_sin_receta,falta_tiempo,lo_pedi_por_nombre,generico,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_154,Gen_X_44_59,C,Lima_Metropolitana,media,alto,directo_digital,informal,ninguna,auto,alta,True,False,alta,baja,desconfia,baja,ninguno,False,0.593,alta,59,True,no,,tambien_hijos_y_mayores,farmacia_sin_receta,era_leve,consejo_tecnico_farmacia,marca,espero_un_poco_mas,prefiero_atencion_presencial
P_155,Millennial_28_43,B,Sierra,media,bajo,directo_digital,formal_dependiente,ONP,ninguno,alta,True,False,alta,media,desconfia,baja,voluntario,False,1.52,media,40,True,si,Mapfre,tambien_hijos,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,teleconsulta_si_esta_incluida,digital_pero_con_humano_disponible
P_156,Millennial_28_43,C,Selva,baja,medio,bancaseguros,formal_dependiente,AFP,moto_mototaxi,media,True,False,alta,baja,desconfia,baja,ninguno,False,0.893,media,38,True,no,,tambien_hijos,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,espero_un_poco_mas,prefiero_atencion_presencial
P_157,Millennial_28_43,C,Resto_Costa,alta,medio,directo_digital,formal_dependiente,AFP,moto_mototaxi,alta,False,False,alta,media,desconfia,baja,ninguno,True,0.607,alta,30,True,no,,tambien_hijos,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,espero_un_poco_mas,digital_pero_con_humano_disponible
P_158,Millennial_28_43,C,Lima_Metropolitana,baja,medio,bancaseguros,formal_dependiente,AFP,auto,alta,True,False,alta,media,confia_plena,baja,solo_obligatorio,False,0.997,alta,30,True,no,,tambien_hijos,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_159,Millennial_28_43,C,Selva,alta,bajo,ninguno,formal_dependiente,AFP,ninguno,media,True,False,baja,alta,neutral,baja,voluntario,False,1.16,alta,35,True,no,,solo_para_mi,farmacia_sin_receta,era_leve,consejo_tecnico_farmacia,marca,vuelvo_a_la_farmacia,rapida_y_digital_sin_hablar_con_nadie
P_160,Millennial_28_43,C,Selva,alta,bajo,directo_digital,informal,ninguna,auto,media,True,False,media,alta,neutral,alta,solo_obligatorio,False,0.931,alta,31,True,no,,tambien_hijos,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,espero_un_poco_mas,digital_pero_con_humano_disponible
P_161,Gen_X_44_59,C,Selva,alta,medio,directo_digital,informal,ONP,ninguno,baja,False,False,media,media,desconfia,baja,ninguno,False,0.762,media,46,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_162,Boomer_60_mas,C,Sierra,media,medio,directo_digital,independiente_microemprendedor,ninguna,moto_mototaxi,baja,False,False,baja,alta,confia_plena,media,solo_obligatorio,False,1.029,media,63,True,no,,tambien_mi_pareja_o_yo,farmacia_sin_receta,sistema_lento,lo_pedi_por_nombre,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_163,Millennial_28_43,B,Lima_Metropolitana,baja,medio,ninguno,independiente_microemprendedor,ninguna,auto,alta,True,False,alta,alta,neutral,alta,voluntario,True,1.251,alta,35,True,no,,tambien_hijos,farmacia_sin_receta,falta_tiempo,consejo_tecnico_farmacia,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_164,Boomer_60_mas,C,Resto_Costa,baja,alto,broker_corredor,formal_dependiente,ONP,moto_mototaxi,media,True,False,alta,alta,neutral,alta,ninguno,False,0.654,media,61,True,no,,tambien_mi_pareja_o_yo,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_165,Gen_Z_18_27,B,Resto_Costa,baja,medio,bancaseguros,informal,ninguna,ninguno,alta,True,False,alta,alta,desconfia,media,ninguno,False,0.639,alta,25,True,no,,solo_para_mi,farmacia_sin_receta,falta_tiempo,consejo_tecnico_farmacia,marca,espero_un_poco_mas,rapida_y_digital_sin_hablar_con_nadie
P_166,Millennial_28_43,B,Lima_Metropolitana,baja,medio,directo_digital,independiente_microemprendedor,ninguna,moto_mototaxi,alta,True,False,alta,media,desconfia,baja,ninguno,False,0.507,alta,32,True,no,,solo_para_mi,botiquin_casero,sistema_lento,consejo_familiar,generico,teleconsulta_si_esta_incluida,que_me_confirme_un_profesional
P_167,Gen_Z_18_27,B,Sierra,alta,alto,directo_digital,formal_dependiente,ONP,moto_mototaxi,alta,True,False,media,media,neutral,media,solo_obligatorio,False,1.146,media,19,True,no,,solo_para_mi,consulta_remota_o_conocido,costo,consejo_familiar,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_168,Boomer_60_mas,C,Lima_Metropolitana,baja,alto,broker_corredor,formal_dependiente,AFP,auto,media,True,False,media,alta,neutral,baja,ninguno,False,0.694,media,64,True,no,,solo_para_mi,botiquin_casero,era_leve,receta_previa_guardada,generico,espero_un_poco_mas,digital_pero_con_humano_disponible
P_169,Gen_Z_18_27,C,Lima_Metropolitana,baja,medio,broker_corredor,informal,ONP,auto,alta,True,True,alta,alta,confia_plena,media,voluntario,False,1.03,alta,20,True,no,,solo_para_mi,botiquin_casero,sistema_lento,receta_previa_guardada,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_170,Millennial_28_43,C,Sierra,baja,alto,bancaseguros,formal_dependiente,AFP,ninguno,media,True,False,media,media,desconfia,alta,voluntario,False,1.179,media,34,True,no,,tambien_hijos,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_171,Gen_X_44_59,B,Selva,alta,bajo,directo_digital,informal,ninguna,ninguno,media,True,False,media,alta,neutral,alta,voluntario,False,1.225,alta,55,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_172,Gen_Z_18_27,B,Lima_Metropolitana,baja,alto,broker_corredor,independiente_microemprendedor,ninguna,ninguno,alta,True,False,media,alta,desconfia,media,ninguno,False,0.904,media,26,True,no,,solo_para_mi,consulta_remota_o_conocido,costo,consejo_familiar,marca,vuelvo_a_la_farmacia,rapida_y_digital_sin_hablar_con_nadie
P_173,Gen_X_44_59,C,Resto_Costa,baja,alto,bancaseguros,independiente_microemprendedor,ninguna,ninguno,media,True,False,media,media,neutral,media,ninguno,False,0.269,media,49,True,no,,tambien_hijos_y_mayores,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_174,Gen_Z_18_27,C,Lima_Metropolitana,baja,medio,directo_digital,formal_dependiente,ONP,ninguno,alta,True,False,media,baja,desconfia,baja,voluntario,False,1.088,alta,22,True,si,Sanitas,solo_para_mi,consulta_remota_o_conocido,era_leve,consejo_familiar,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_175,Boomer_60_mas,C,Sierra,baja,bajo,ninguno,formal_dependiente,AFP,auto,baja,False,False,baja,media,neutral,media,ninguno,False,0.978,media,65,True,no,,tambien_mi_pareja_o_yo,farmacia_sin_receta,costo,lo_pedi_por_nombre,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_176,Millennial_28_43,B,Resto_Costa,baja,bajo,bancaseguros,formal_dependiente,ninguna,ninguno,alta,True,False,alta,alta,desconfia,baja,ninguno,False,0.336,media,41,True,no,,solo_para_mi,botiquin_casero,sistema_lento,receta_previa_guardada,indistinto,espero_un_poco_mas,digital_pero_con_humano_disponible
P_177,Millennial_28_43,C,Sierra,media,alto,broker_corredor,formal_dependiente,AFP,auto,media,False,False,media,alta,desconfia,baja,solo_obligatorio,False,0.741,media,37,True,no,,tambien_hijos,consulta_remota_o_conocido,costo,consejo_familiar,marca,espero_un_poco_mas,digital_pero_con_humano_disponible
P_178,Gen_Z_18_27,A,Sierra,baja,bajo,broker_corredor,formal_dependiente,AFP,ninguno,alta,True,False,baja,alta,neutral,alta,voluntario,False,0.787,media,22,True,si,Sanitas,solo_para_mi,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,voy_al_medico_o_clinica,rapida_y_digital_sin_hablar_con_nadie
P_179,Boomer_60_mas,C,Resto_Costa,baja,alto,directo_digital,informal,ONP,ninguno,media,True,False,alta,alta,desconfia,media,ninguno,False,0.67,alta,62,True,no,,solo_para_mi,botiquin_casero,sistema_lento,receta_previa_guardada,indistinto,espero_un_poco_mas,prefiero_atencion_presencial
P_180,Boomer_60_mas,C,Lima_Metropolitana,alta,medio,bancaseguros,independiente_microemprendedor,ninguna,auto,media,False,False,alta,baja,confia_plena,media,solo_obligatorio,False,0.858,alta,65,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,generico,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_181,Millennial_28_43,C,Sierra,baja,bajo,bancaseguros,independiente_microemprendedor,ninguna,ninguno,media,True,False,media,alta,desconfia,media,ninguno,False,0.372,alta,33,True,no,,tambien_hijos,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_182,Gen_X_44_59,C,Resto_Costa,baja,medio,broker_corredor,informal,ninguna,ninguno,media,True,False,alta,media,desconfia,alta,ninguno,False,0.705,alta,47,True,no,,tambien_hijos_y_mayores,botiquin_casero,era_leve,consejo_familiar,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_183,Boomer_60_mas,C,Sierra,media,alto,broker_corredor,informal,ninguna,moto_mototaxi,baja,False,False,baja,media,neutral,baja,ninguno,False,0.631,media,62,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_184,Gen_X_44_59,B,Sierra,alta,alto,ninguno,formal_dependiente,ONP,ninguno,media,True,False,media,media,confia_plena,media,solo_obligatorio,False,1.075,baja,57,True,no,,solo_para_mi,consulta_remota_o_conocido,sistema_lento,consejo_familiar,generico,teleconsulta_si_esta_incluida,que_me_confirme_un_profesional
P_185,Gen_Z_18_27,B,Lima_Metropolitana,baja,bajo,broker_corredor,formal_dependiente,AFP,ninguno,alta,True,False,alta,baja,confia_plena,baja,voluntario,False,0.852,media,19,True,si,Sanitas,solo_para_mi,consulta_remota_o_conocido,costo,consejo_familiar,marca,voy_al_medico_o_clinica,digital_pero_con_humano_disponible
P_186,Millennial_28_43,C,Lima_Metropolitana,alta,medio,bancaseguros,formal_dependiente,AFP,moto_mototaxi,alta,True,True,media,alta,neutral,alta,solo_obligatorio,False,1.169,alta,32,True,no,,tambien_hijos,consulta_remota_o_conocido,costo,consejo_familiar,marca,espero_un_poco_mas,rapida_y_digital_sin_hablar_con_nadie
P_187,Gen_Z_18_27,B,Sierra,baja,alto,directo_digital,independiente_microemprendedor,ninguna,moto_mototaxi,alta,True,False,alta,media,confia_plena,media,solo_obligatorio,False,1.141,media,27,True,no,,tambien_terceros,botiquin_casero,desconfianza_medico,receta_previa_guardada,generico,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_188,Boomer_60_mas,C,Lima_Metropolitana,baja,alto,broker_corredor,informal,ninguna,auto,media,True,False,alta,alta,desconfia,media,ninguno,False,0.846,alta,63,True,no,,tambien_mi_pareja_o_yo,farmacia_sin_receta,sistema_lento,lo_pedi_por_nombre,marca,espero_un_poco_mas,prefiero_atencion_presencial
P_189,Gen_X_44_59,C,Lima_Metropolitana,baja,medio,bancaseguros,formal_dependiente,ninguna,ninguno,alta,True,False,alta,media,desconfia,alta,ninguno,False,0.529,alta,54,True,no,,tambien_hijos_y_mayores,farmacia_sin_receta,falta_tiempo,consejo_tecnico_farmacia,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_190,Gen_X_44_59,C,Sierra,baja,bajo,ninguno,independiente_microemprendedor,AFP,ninguno,media,True,False,alta,media,desconfia,baja,voluntario,False,1.136,alta,55,True,no,,tambien_hijos_y_mayores,botiquin_casero,sistema_lento,consejo_familiar,marca,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_191,Gen_X_44_59,B,Lima_Metropolitana,baja,alto,directo_digital,formal_dependiente,AFP,ninguno,alta,True,False,media,media,desconfia,baja,solo_obligatorio,False,1.32,media,59,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,generico,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_192,Gen_Z_18_27,C,Resto_Costa,baja,bajo,broker_corredor,formal_dependiente,AFP,moto_mototaxi,alta,True,False,media,alta,desconfia,media,solo_obligatorio,False,0.913,alta,19,True,no,,tambien_terceros,botiquin_casero,falta_tiempo,receta_previa_guardada,indistinto,espero_un_poco_mas,rapida_y_digital_sin_hablar_con_nadie
P_193,Boomer_60_mas,B,Sierra,baja,medio,bancaseguros,formal_dependiente,ninguna,ninguno,media,True,False,media,alta,neutral,media,ninguno,False,0.619,media,64,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,generico,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_194,Gen_X_44_59,C,Sierra,media,medio,directo_digital,independiente_microemprendedor,ninguna,ninguno,media,False,False,media,baja,desconfia,baja,solo_obligatorio,False,1.219,alta,58,True,no,,solo_para_mi,botiquin_casero,desconfianza_medico,receta_previa_guardada,indistinto,espero_un_poco_mas,prefiero_atencion_presencial
P_195,Gen_X_44_59,C,Selva,baja,bajo,bancaseguros,independiente_microemprendedor,AFP,moto_mototaxi,baja,True,False,media,media,desconfia,baja,ninguno,False,0.671,alta,53,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_196,Millennial_28_43,C,Sierra,alta,medio,directo_digital,independiente_microemprendedor,ninguna,moto_mototaxi,media,True,False,baja,media,desconfia,baja,voluntario,False,1.051,alta,28,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_197,Gen_X_44_59,B,Lima_Metropolitana,media,bajo,bancaseguros,independiente_microemprendedor,ninguna,ninguno,alta,True,False,alta,baja,desconfia,media,voluntario,True,1.208,alta,46,True,si,RIMAC,tambien_hijos_y_mayores,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,teleconsulta_si_esta_incluida,prefiero_atencion_presencial
P_198,Boomer_60_mas,C,Selva,baja,medio,directo_digital,informal,AFP,auto,baja,True,False,media,media,desconfia,baja,ninguno,False,0.704,media,60,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_199,Millennial_28_43,B,Lima_Metropolitana,media,alto,broker_corredor,independiente_microemprendedor,ninguna,ninguno,alta,True,False,media,media,desconfia,media,voluntario,False,0.966,media,37,True,si,La Positiva,tambien_hijos,consulta_remota_o_conocido,era_leve,consejo_familiar,marca,teleconsulta_si_esta_incluida,digital_pero_con_humano_disponible
